pair,score,n_mentions,n_contribs,member,party,state,chamber,is_current,first_contrib,last_contrib,first_mention,last_mention,sample_url,entity_id,bioguide
CENTENE CORPORATION -> Richard E. Neal,22500.0,2,6,Richard E. Neal,Democrat,MA,rep,1,2022-06-02,2025-05-15,2023-04-13,2025-07-17,https://neal.house.gov/2025/07/17/neal-democratic-health-leaders-urge-insurers-to-cover-vaccines/,476,N000015
CSX CORPORATION -> Mark R. Warner,22500.0,2,5,Mark R. Warner,Democrat,VA,sen,1,2022-08-19,2025-07-25,2022-08-09,2023-11-15,https://www.warner.senate.gov/public/index.cfm/pressreleases?ID=A36B4247-5D99-41C1-89F8-09789540F57E,658,W000805
GENERAL DYNAMICS CORPORATION -> Kevin Cramer,22500.0,5,13,Kevin Cramer,Republican,ND,sen,1,2022-06-03,2025-07-31,2024-09-02,2025-12-16,https://www.cramer.senate.gov/news/press-releases/dow-awards-more-than-39-million-contract-modification-for-space-operations-in-grand-forks,919,C001096
GENERAL MOTORS COMPANY -> Charles E. Schumer,22500.0,16,5,Charles E. Schumer,Democrat,NY,sen,1,2022-03-21,2025-04-29,2022-01-21,2025-06-04,https://www.schumer.senate.gov/newsroom/press-releases/schumer-the-houses-extreme-debt-ceiling-plan-is-a-gut-punch-to-upstate-ny-will-send-us-closer-to-default-and-jeopardizing-vital-programs-upstate-families-rely-on-senator-breaks-down-impacts-that-would-ripple-throughout-ny,923,S000148
MICROSOFT CORPORATION -> Mike Rounds,22500.0,2,6,Mike Rounds,Republican,SD,sen,1,2022-07-29,2025-06-30,2023-09-12,2023-10-31,https://www.rounds.senate.gov/newsroom/press-releases/rounds-working-group-to-host-ai-discussion-on-workforce,1318,R000605
SPACE EXPLORATION TECHNOLOGIES CORPORATION -> Vince Fong,22500.0,2,5,Vince Fong,Republican,CA,rep,1,2024-01-31,2025-10-14,2024-10-18,2025-03-18,https://fong.house.gov/media/press-releases/rep-vince-fong-calls-out-california-coastal-commission-political-bias,1895,F000480
VERIZON COMMUNICATIONS INC. AND VARIOUS SUBSIDIARIES -> Chuck Grassley,22500.0,5,6,Chuck Grassley,Republican,IA,sen,1,2022-02-17,2025-05-01,2025-10-14,2026-03-24,https://www.grassley.senate.gov/news/news-releases/grassley-releases-new-arctic-frost-records-raising-additional-questions-about-jack-smiths-conduct-and-candor,2194,G000386
WALMART INC. -> Katherine M. Clark,22500.0,2,9,Katherine M. Clark,Democrat,MA,rep,1,2022-09-27,2025-12-02,2023-03-29,2025-05-15,https://katherineclark.house.gov/press-releases?ID=DC278675-D1F0-4057-8B2E-6BD518E3C69D,2222,C001101
WELLS FARGO & COMPANY -> Jack Reed,22500.0,2,5,Jack Reed,Democrat,RI,sen,1,2022-06-28,2025-12-11,2024-04-18,2025-05-29,https://www.reed.senate.gov/news/releases/reed-warren-wyden-urge-investigation-to-determine-if-doge-employees-committed-criminal-violations-of-federal-ethics-laws,2236,R000122
"AMAZON.COM SERVICES, INC. -> Tim Kaine",22250.0,3,12,Tim Kaine,Democrat,VA,sen,1,2023-08-25,2025-09-09,2023-11-08,2025-07-31,https://www.kaine.senate.gov/press-releases/warner-and-kaine-statement-on-gsas-fbi-relocation-decision,125,K000384
BOEING COMPANY -> Ann Wagner,22000.0,2,14,Ann Wagner,Republican,MO,rep,1,2022-02-07,2025-10-28,2025-03-21,2026-01-09,https://wagner.house.gov/media-center/press-releases/wagner-introduces-resolution-honoring-30-years-fa-18-super-hornets,406,W000812
"CREDIT UNION NATIONAL ASSOCIATION, INC. DBA AMERICA'S CREDIT UNIONS -> Vicente Gonzalez",22000.0,2,6,Vicente Gonzalez,Democrat,TX,rep,1,2022-06-27,2025-12-15,2025-01-16,2026-02-24,https://gonzalez.house.gov/media/press-releases/congressmen-vicente-gonzalez-brian-fitzpatrick-introduce-bipartisan-bill,644,G000581
NUCOR CORPORATION -> Carol D. Miller,22000.0,5,6,Carol D. Miller,Republican,WV,rep,1,2022-03-31,2025-12-19,2022-01-12,2025-09-17,https://miller.house.gov/media/press-releases/pictures-congresswoman-miller-visits-nucor-steel-mill-site,1499,M001205
BOEING COMPANY -> Wesley Bell,21950.0,2,11,Wesley Bell,Democrat,MO,rep,1,2024-10-31,2025-12-22,2025-11-13,2026-02-03,https://bell.house.gov/media/press-releases/statement-bell-celebrates-iam-district-837-boeing-contract-agreement,406,B001324
GENERAL ATOMICS -> Jerry Moran,21500.0,2,6,Jerry Moran,Republican,KS,sen,1,2022-07-28,2025-09-10,2023-05-26,2024-12-20,https://www.moran.senate.gov/public/index.cfm/news-releases?ID=9F817522-1329-4EB0-858F-16D37BED27F0,914,M000934
GENERAL DYNAMICS CORPORATION -> John Hoeven,21500.0,2,11,John Hoeven,Republican,ND,sen,1,2022-06-20,2025-09-17,2023-08-07,2024-12-21,https://www.hoeven.senate.gov/news/news-releases/hoeven-space-force-awards-additional-10-million-to-test-and-develop-satellite-to-ground-secure-communications-network,919,H001061
NATIONAL MINING ASSOCIATION -> John Barrasso,21300.0,5,10,John Barrasso,Republican,WY,sen,1,2023-03-31,2025-11-04,2022-09-29,2025-10-08,https://www.barrasso.senate.gov/newsroom-news-releases-barrasso-introduces-bill-to-repeal-book-minimum-tax/,1416,B001261
"CREDIT UNION NATIONAL ASSOCIATION, INC. DBA AMERICA'S CREDIT UNIONS -> Juan Vargas",21000.0,4,7,Juan Vargas,Democrat,CA,rep,1,2022-02-24,2025-12-15,2023-01-26,2025-02-05,https://vargas.house.gov/media/press-releases/vargas-huizenga-introduce-legislation-to-modernize-credit-union-boards,644,V000130
NATIONAL ASSOCIATION OF BROADCASTERS -> Gary C. Peters,21000.0,2,6,Gary C. Peters,Democrat,MI,sen,1,2022-09-20,2025-01-08,2024-04-19,2025-06-18,https://www.peters.senate.gov/newsroom/press-releases/peters-reintroduces-legislation-to-increase-diversity-of-ownership-in-broadcast-industry2025,1368,P000595
NORTHROP GRUMMAN CORPORATION -> John Hoeven,21000.0,10,8,John Hoeven,Republican,ND,sen,1,2022-03-25,2025-12-16,2022-08-24,2025-03-28,https://www.hoeven.senate.gov/news/news-releases/hoeven-sky-range-is-a-game-changer-for-hypersonic-missile-testing-builds-upon-partnerships-weve-brought-to-the-grand-forks-region,1485,H001061
NUCOR CORPORATION -> Frank J. Mrvan,21000.0,3,11,Frank J. Mrvan,Democrat,IN,rep,1,2022-03-31,2025-09-24,2022-07-20,2026-01-14,https://mrvan.house.gov/media/press-releases/mrvan-statement-congressional-steel-caucus-hearing-state-steel-industry-0,1499,M001214
"ALTRIA CLIENT SERVICES, LLC -> Jennifer L. McClellan",20750.0,2,9,Jennifer L. McClellan,Democrat,VA,rep,1,2023-01-20,2025-11-19,2023-06-06,2023-06-07,https://mcclellan.house.gov/media/press-releases/mcclellan-statement-shooting-high-school-graduation-richmond,117,M001227
LEAGUE OF CONSERVATION VOTERS -> Gabe Vasquez,20568.3,3,25,Gabe Vasquez,Democrat,NM,rep,1,2022-01-14,2025-12-17,2025-05-07,2026-03-18,https://vasquez.house.gov/media/press-releases/reps-vasquez-and-zinke-launch-bipartisan-public-lands-caucus-champion,1195,V000136
"AMAZON.COM SERVICES, INC. -> Ron Wyden",20500.0,5,5,Ron Wyden,Democrat,OR,sen,1,2022-03-24,2025-03-14,2023-09-13,2025-02-25,https://www.wyden.senate.gov/news/press-releases/wyden-welch-warren-urge-biden-administration-to-crack-down-on-big-tech-for-massive-ai-consolidation,125,W000779
"DAVITA, INC. -> Yvette D. Clarke",20500.0,2,9,Yvette D. Clarke,Democrat,NY,rep,1,2022-05-23,2025-11-24,2023-12-21,2024-09-18,https://clarke.house.gov/reps-clarke-and-kelly-introduce-bill-to-protect-dialysis-patients/,683,C001067
ELI LILLY AND COMPANY -> Katherine M. Clark,20500.0,2,7,Katherine M. Clark,Democrat,MA,rep,1,2023-07-17,2025-08-04,2023-03-10,2023-08-29,https://katherineclark.house.gov/press-releases?ID=6D29D1D5-CBAF-4D8F-9D71-DBE1A94B025B,759,C001101
GENERAL ATOMICS -> Kevin Cramer,20500.0,9,7,Kevin Cramer,Republican,ND,sen,1,2022-12-15,2025-09-24,2023-08-09,2024-09-15,https://www.cramer.senate.gov/news/press-releases/us-air-force-awards-general-atomics-contract-through-cca-program,914,C001096
CTIA-THE WIRELESS ASSOCIATION -> Doris O. Matsui,20250.0,8,5,Doris O. Matsui,Democrat,CA,rep,1,2022-06-16,2025-11-19,2022-10-27,2025-01-15,https://matsui.house.gov/media/press-releases/matsui-and-guthrie-urge-biden-administration-review-federal-receiver,662,M001163
"ALASKA AIRLINES, INC. -> Rick Larsen",20000.0,2,5,Rick Larsen,Democrat,WA,rep,1,2022-06-23,2025-06-17,2022-02-03,2022-05-17,https://larsen.house.gov/news/documentsingle.aspx?DocumentID=2644,77,L000560
"AMAZON.COM SERVICES, INC. -> Doris O. Matsui",20000.0,4,4,Doris O. Matsui,Democrat,CA,rep,1,2022-04-15,2025-05-19,2024-02-01,2024-07-17,https://matsui.house.gov/media/in-the-news/league-california-cities-sacramento-region-road-clean-energy-future,125,M001163
AMERICAN HOTEL & LODGING ASSOCIATION -> Jerry Moran,20000.0,2,4,Jerry Moran,Republican,KS,sen,1,2022-06-22,2025-06-20,2024-08-08,2025-02-07,https://www.moran.senate.gov/public/index.cfm/news-releases?ID=739C62D0-1A25-412A-BEC3-607C16EAEDE1,190,M000934
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE -> Vern Buchanan,20000.0,2,5,Vern Buchanan,Republican,FL,rep,1,2022-04-14,2024-09-16,2024-05-09,2025-01-23,https://buchanan.house.gov/2025/1/buchanan-introduces-bill-to-bolster-u-s-israel-healthcare-partnership,194,B001260
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE -> Lois Frankel,20000.0,3,5,Lois Frankel,Democrat,FL,rep,1,2022-02-10,2025-05-14,2023-06-07,2024-02-14,https://frankel.house.gov/news/documentsingle.aspx?DocumentID=3666,194,F000462
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE -> David Kustoff,20000.0,2,5,David Kustoff,Republican,TN,rep,1,2022-02-07,2025-05-27,2023-02-09,2025-01-14,https://kustoff.house.gov/media/press-releases/reps-kustoff-gottheimer-reintroduce-bipartisan-legislation-expose-corruption,194,K000392
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE -> Claudia Tenney,20000.0,4,5,Claudia Tenney,Republican,NY,rep,1,2022-04-14,2024-09-16,2023-04-13,2025-08-07,https://tenney.house.gov/media/press-releases/congresswoman-tenneys-resolution-urging-european-union-designate-irgc,194,T000478
BLUE CROSS AND BLUE SHIELD ASSOCIATION -> Richard E. Neal,20000.0,2,6,Richard E. Neal,Democrat,MA,rep,1,2022-06-07,2025-12-03,2023-04-13,2025-07-17,https://neal.house.gov/2025/07/17/neal-democratic-health-leaders-urge-insurers-to-cover-vaccines/,393,N000015
CORNING INCORPORATED -> Charles E. Schumer,20000.0,56,4,Charles E. Schumer,Democrat,NY,sen,1,2022-12-05,2025-05-16,2022-01-05,2026-02-04,https://www.schumer.senate.gov/newsroom/press-releases/schumers-chips-and-science-law-delivers-historic-61-billion-federal-preliminary-chips-agreement-for-micron,628,S000148
"CREDIT UNION NATIONAL ASSOCIATION, INC. DBA AMERICA'S CREDIT UNIONS -> Ted Budd",20000.0,2,4,Ted Budd,Republican,NC,sen,1,2022-09-28,2025-12-30,2024-06-18,2025-07-31,https://www.budd.senate.gov/2025/07/31/senators-budd-scott-colleagues-introduce-bill-to-stop-federal-government-overreach-in-small-business-lending/,644,B001305
CSX CORPORATION -> Roger F. Wicker,20000.0,5,5,Roger F. Wicker,Republican,MS,sen,1,2022-07-20,2025-06-13,2023-09-21,2025-11-21,https://www.wicker.senate.gov/2025/8/icymi-amtrak-s-long-journey-back-to-the-gulf-coast-kicks-off-with-community-celebrations,658,W000437
ELI LILLY AND COMPANY -> Todd Young,20000.0,5,5,Todd Young,Republican,IN,sen,1,2022-06-01,2025-10-06,2022-03-17,2026-03-05,https://www.young.senate.gov/newsroom/press-releases/young-op-ed-chips-act-tech-hubs-will-open-the-floodgates-for-9000-jobs-in-indiana/,759,Y000064
GENERAL ATOMICS -> John Hoeven,20000.0,11,6,John Hoeven,Republican,ND,sen,1,2022-02-28,2025-06-05,2022-08-16,2024-10-28,https://www.hoeven.senate.gov/news/news-releases/hoeven-working-to-expand-sda-mission-at-grand-forks-air-force-base-with-advanced-fire-control-operations,914,H001061
GENERAL DYNAMICS CORPORATION -> Gary C. Peters,20000.0,7,13,Gary C. Peters,Democrat,MI,sen,1,2022-02-01,2025-04-29,2022-12-15,2023-12-13,https://www.peters.senate.gov/newsroom/press-releases/senate-passes-national-defense-bill-with-senator-peters-provisions-and-michigan-priorities,919,P000595
MICROSOFT CORPORATION -> Richard Blumenthal,20000.0,10,5,Richard Blumenthal,Democrat,CT,sen,1,2022-03-29,2025-12-08,2023-05-05,2024-04-17,https://www.blumenthal.senate.gov/newsroom/press/release/what-they-are-saying-growing-momentum-for-the-kids-online-safety-act,1318,B001277
MICROSOFT CORPORATION -> Gary C. Peters,20000.0,3,4,Gary C. Peters,Democrat,MI,sen,1,2022-12-15,2025-07-13,2023-07-12,2025-09-19,https://www.peters.senate.gov/newsroom/press-releases/video-peters-urges-senate-to-quickly-extend-critical-cybersecurity-protections-that-expire-on-october-1st,1318,P000595
MICROSOFT CORPORATION -> Bennie G. Thompson,20000.0,3,6,Bennie G. Thompson,Democrat,MS,rep,1,2022-05-31,2025-11-04,2024-06-10,2025-11-14,https://benniethompson.house.gov/media/press-releases/thompson-demands-tech-giants-mega-corporations-crypto-companies-answer,1318,T000193
NATIONAL FOOTBALL LEAGUE -> John Thune,20000.0,4,6,John Thune,Republican,SD,sen,1,2022-03-01,2025-03-07,2023-02-02,2025-03-26,https://www.thune.senate.gov/public/index.cfm/press-releases?ID=241821D9-AEDF-4171-B5C4-FB4CCCBEA20D,1408,T000250
NATIONAL PORK PRODUCERS COUNCIL -> Ashley Hinson,20000.0,2,4,Ashley Hinson,Republican,IA,rep,1,2022-11-10,2025-03-27,2023-07-05,2025-07-23,https://hinson.house.gov/media/press-releases/hinson-leads-charge-against-prop-12-bacon-ban,1418,H001091
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> John Cornyn",20000.0,9,4,John Cornyn,Republican,TX,sen,1,2022-08-31,2025-09-05,2024-05-15,2026-02-26,https://www.cornyn.senate.gov/news/cornyn-tillis-colleagues-introduce-resolution-to-block-unconstitutional-biden-atf-rule/,1426,C001056
NCTA - THE INTERNET & TELEVISION ASSOCIATION (FKA NAT'L CABLE & TELECOM ASSOC.) -> John Thune,20000.0,3,4,John Thune,Republican,SD,sen,1,2022-06-02,2025-02-26,2022-04-29,2023-01-30,https://www.thune.senate.gov/public/index.cfm/press-releases?ID=F1AE6AC0-6149-46F5-9463-48F27880AF0A,1437,T000250
NORFOLK SOUTHERN CORPORATION -> Tammy Duckworth,20000.0,3,4,Tammy Duckworth,Democrat,IL,sen,1,2022-04-28,2025-05-06,2024-09-20,2024-10-25,https://www.duckworth.senate.gov/news/press-releases/duckworth-durbin-quigley-announce-more-than-81-million-in-additional-federal-funding-for-the-create-program,1478,D000622
NORFOLK SOUTHERN CORPORATION -> Deb Fischer,20000.0,2,4,Deb Fischer,Republican,NE,sen,1,2022-03-24,2025-03-20,2025-07-29,2025-12-19,https://www.fischer.senate.gov/public/index.cfm/news?ID=FFB95124-F789-4360-8B8E-249CA251CBF6,1478,F000463
"TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO -> Christopher R. Deluzio",20000.0,11,8,Christopher R. Deluzio,Democrat,PA,rep,1,2022-07-27,2025-06-29,2023-03-21,2026-03-03,https://deluzio.house.gov/media/press-releases/rep-deluzio-hosts-leader-hakeem-jeffries-conversation-western-pennsylvania,2088,D000530
"TRANSPORT WORKERS UNION OF AMERICA, AFL-CIO -> Michael Lawler",20000.0,5,6,Michael Lawler,Republican,NY,rep,1,2022-12-09,2025-09-30,2023-09-12,2025-08-22,https://lawler.house.gov/news/documentsingle.aspx?DocumentID=764,2088,L000599
VERIZON COMMUNICATIONS INC. AND VARIOUS SUBSIDIARIES -> Charles E. Schumer,20000.0,5,4,Charles E. Schumer,Democrat,NY,sen,1,2022-09-15,2025-09-22,2023-04-07,2024-12-12,https://www.schumer.senate.gov/newsroom/press-releases/schumer-south-utica-and-new-hartford-residents_businesses-are-at-wits-end-plagued-by-verizon-cell-phone-dead-zone-that-prevents-them-from-making-calls-taking-mobile-payments--could-even-risk-public-safety-standing-with-neighbors-electeds-biz-owners--fire-depts-senator-publicly-calls-on-verizon-to-investigate-meet-with-locals--fix-the-problem-asap,2194,S000148
"BAE SYSTEMS, INC. -> Jeanne Shaheen",19500.0,6,7,Jeanne Shaheen,Democrat,NH,sen,1,2022-03-30,2025-10-08,2023-08-23,2024-08-27,https://www.shaheen.senate.gov/news/press/shaheen-secures-600-million-in-committee-passed-bipartisan-senate-appropriations-bill-to-restore-six-f-15ex-aircraft-in-new-hampshire-boosting-national-security-and-investing-in-jobs,327,S001181
ASTRAZENECA PHARMACEUTICALS LP -> Bill Cassidy,19000.0,2,8,Bill Cassidy,Republican,LA,sen,1,2022-03-22,2025-08-15,2024-09-11,2025-03-27,https://www.cassidy.senate.gov/newsroom/press-releases/cassidy-booker-heinrich-introduce-bill-to-protect-dialysis-patients/,307,C001075
BNSF RAILWAY COMPANY -> Jay Obernolte,19000.0,3,11,Jay Obernolte,Republican,CA,rep,1,2022-09-14,2025-12-13,2024-05-17,2024-07-24,https://obernolte.house.gov/media/press-releases/rep-obernolte-leads-colleagues-opposition-epa-approving-californias-use,402,O000019
"SAMSUNG ELECTRONICS AMERICA, INC. -> Michael T. McCaul",19000.0,3,4,Michael T. McCaul,Republican,TX,rep,1,2022-06-30,2025-07-09,2023-03-15,2025-01-27,https://mccaul.house.gov/media-center/press-releases/mccaul-joins-event-announcing-proposed-64-billion-chips-grant-samsung,1770,M001157
"T-MOBILE USA, INC. -> Yvette D. Clarke",19000.0,8,8,Yvette D. Clarke,Democrat,NY,rep,1,2022-12-02,2025-03-12,2024-01-10,2024-05-01,https://clarke.house.gov/rep-clarke-and-senator-welch-issue-statement-following-fcc-warning-nationwide-impact-of-final-month-for-acp/,1951,C001067
COMCAST CORPORATION -> Tim Kaine,18800.0,2,8,Tim Kaine,Democrat,VA,sen,1,2022-03-29,2025-02-26,2024-05-10,2025-10-09,https://www.kaine.senate.gov/press-releases/warner-kaine-colleagues-urge-major-utility-companies-to-prevent-penalties-service-shutoffs-for-federal-workers-during-shutdown,586,K000384
LEAGUE OF CONSERVATION VOTERS -> Emilia Strong Sykes,18618.88,2,23,Emilia Strong Sykes,Democrat,OH,rep,1,2022-02-24,2025-12-17,2023-12-13,2025-10-24,https://sykes.house.gov/media/press-releases/reps-sykes-and-bresnahan-introduce-bipartisan-water-preservation-and-affordability-act-of-2025,1195,S001223
"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"") -> Jerry Moran",18500.0,15,5,Jerry Moran,Republican,KS,sen,1,2023-07-03,2025-05-20,2023-07-14,2025-12-18,https://www.moran.senate.gov/public/index.cfm/news-releases?ID=DCBF76F4-4DF6-4193-B1E6-D15840A2159D,141,M000934
UNION PACIFIC CORPORATION -> Troy E. Nehls,18500.0,2,8,Troy E. Nehls,Republican,TX,rep,1,2022-03-28,2025-12-17,2023-12-20,2024-07-09,https://nehls.house.gov/media/press-releases/exclusive-rep-troy-nehls-biden-mayorkas-sheer-neglect-blame-international,2136,N000026
UNION PACIFIC CORPORATION -> David G. Valadao,18250.0,2,11,David G. Valadao,Republican,CA,rep,1,2022-05-12,2025-07-30,2024-06-25,2024-06-25,https://valadao.house.gov/news/documentsingle.aspx?DocumentID=1333,2136,V000129
LEAGUE OF CONSERVATION VOTERS -> Mike Levin,18030.61,3,21,Mike Levin,Democrat,CA,rep,1,2022-01-20,2025-08-20,2023-06-08,2026-01-13,https://levin.house.gov/media/press-releases/reps-levin-huffman-to-introduce-bills-to-protect-pacific-and-arctic-oceans-from-offshore-drilling,1195,L000593
"AMAZON.COM SERVICES, INC. -> Tammy Baldwin",18000.0,2,8,Tammy Baldwin,Democrat,WI,sen,1,2022-09-12,2025-09-29,2024-01-10,2024-05-09,https://www.baldwin.senate.gov/news/press-releases/senators-baldwin-casey-collins-introduce-esthers-law-to-ban-deadly-water-beads-and-protect-kids,125,B001230
BNSF RAILWAY COMPANY -> John Hoeven,18000.0,9,5,John Hoeven,Republican,ND,sen,1,2022-05-16,2025-12-13,2022-07-13,2025-01-10,https://www.hoeven.senate.gov/news/news-releases/hoeven-stresses-impact-of-inflation-on-rural-communities-working-to-support-energy-and-agriculture-producers,402,H001061
WALMART INC. -> Adrian Smith,18000.0,2,13,Adrian Smith,Republican,NE,rep,1,2022-05-12,2025-06-25,2023-03-23,2025-05-02,https://adriansmith.house.gov/media/press-releases/smith-schneider-harshbarger-matsui-reintroduce-bipartisan-bill-expand-seniors,2222,S001172
EXXON MOBIL CORPORATION -> Lisa Murkowski,17750.0,5,6,Lisa Murkowski,Republican,AK,sen,1,2022-02-15,2025-04-25,2022-08-19,2025-06-12,https://www.murkowski.senate.gov/press/release/murkowski-sullivan-welcome-over-45-million-dot-grant-to-the-native-village-of-eyak-to-benefit-oil-spill-response-facility,824,M001153
"AMAZON.COM SERVICES, INC. -> Donald S. Beyer, Jr.",17500.0,4,5,"Donald S. Beyer, Jr.",Democrat,VA,rep,1,2022-03-23,2024-10-28,2022-09-29,2023-07-21,https://beyer.house.gov/news/documentsingle.aspx?DocumentID=5948,125,B001292
"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"") -> John Cornyn",17500.0,2,5,John Cornyn,Republican,TX,sen,1,2022-02-01,2025-03-03,2024-10-16,2024-12-17,https://www.cornyn.senate.gov/news/cornyn-praises-selection-of-american-airlines-for-san-antonio-to-d-c-direct-flight-route/,141,C001056
BNSF RAILWAY COMPANY -> Kevin Cramer,17500.0,27,7,Kevin Cramer,Republican,ND,sen,1,2023-03-28,2025-12-13,2023-06-16,2024-06-24,https://www.cramer.senate.gov/news/press-releases/sen-cramer-us-department-of-transportation-awards-more-than-28-million-to-west-fargo-spirit-lake-tribe-and-the-three-affiliated-tribes,402,C001096
ELI LILLY AND COMPANY -> Bill Cassidy,17500.0,3,5,Bill Cassidy,Republican,LA,sen,1,2022-03-16,2025-11-18,2025-06-05,2026-02-27,https://www.cassidy.senate.gov/newsroom/press-releases/local-spotlight-cassidy-highlights-lilly-harvey-for-turning-tragedy-into-hope-in-fight-against-fentanyl/,759,C001075
